Date,Open,High,Low,Close,Adj Close,Volume
2015-11-19,55.169998,55.759998,54.939999,55.419998,50.656288,1024800
2015-11-20,55.700001,56.060001,55.549999,55.849998,51.049324,1794200
2015-11-23,55.740002,55.950001,54.849998,54.900002,50.180992,662000
2015-11-24,54.430000,55.099998,54.110001,55.080002,50.345516,764400
2015-11-25,55.169998,55.200001,54.689999,54.900002,50.180992,420200
2015-11-27,55.020000,55.200001,54.660000,55.099998,50.363804,187000
2015-11-30,55.110001,55.490002,54.700001,54.980000,50.254112,944000
2015-12-01,55.200001,55.320000,54.919998,55.209999,50.464340,1026900
2015-12-02,55.200001,55.200001,54.540001,54.650002,49.952480,515300
2015-12-03,54.700001,54.840000,53.650002,54.040001,49.394920,868100
2015-12-04,54.209999,55.150002,54.200001,54.950001,50.226692,754600
2015-12-07,54.910000,55.110001,54.009998,54.650002,49.952480,1127200
2015-12-08,54.189999,54.310001,53.689999,54.150002,49.495461,1170300
2015-12-09,53.889999,53.990002,52.400002,52.570000,48.051270,1200000
2015-12-10,52.400002,53.189999,52.310001,52.860001,48.593643,644100
2015-12-11,52.240002,53.090000,52.200001,52.669998,48.418987,770700
2015-12-14,52.830002,53.250000,52.759998,53.180000,48.887825,626000
2015-12-15,53.470001,53.740002,53.060001,53.660000,49.329082,781900
2015-12-16,54.099998,54.680000,53.590000,54.439999,50.046124,719100
2015-12-17,54.470001,54.880001,53.869999,53.869999,49.522137,716200
2015-12-18,53.720001,54.060001,53.279999,53.549999,49.227947,1840000
2015-12-21,53.830002,54.080002,53.400002,53.860001,49.512943,843300
2015-12-22,54.000000,54.360001,53.720001,54.180000,49.807114,505000
2015-12-23,54.509998,54.650002,54.130001,54.630001,50.220791,387200
2015-12-24,54.500000,54.779999,54.500000,54.599998,50.193214,158900
2015-12-28,54.470001,54.759998,54.130001,54.750000,50.331108,394700
2015-12-29,55.220001,55.380001,54.490002,54.840000,50.413841,941200
2015-12-30,54.799999,55.160000,54.500000,54.540001,50.138062,372900
2015-12-31,54.349998,54.570000,53.730000,53.730000,49.393429,500100
2016-01-04,52.910000,53.040001,51.959999,52.389999,48.161575,609300
2016-01-05,52.389999,53.070000,52.310001,52.930000,48.658005,680500
2016-01-06,52.320000,53.000000,52.209999,52.520000,48.281086,791400
2016-01-07,51.619999,51.849998,50.740002,50.830002,46.727497,605700
2016-01-08,51.849998,52.180000,50.349998,50.480000,46.405743,852700
2016-01-11,50.540001,50.939999,49.790001,50.669998,46.580402,929800
2016-01-12,51.029999,51.419998,50.799999,51.270000,47.131981,655600
2016-01-13,51.360001,51.360001,49.380001,49.639999,45.633545,656500
2016-01-14,49.750000,50.840000,49.090000,50.730000,46.635563,619500
2016-01-15,49.380001,50.450001,49.270000,50.410000,46.341385,854100
2016-01-19,50.820000,51.060001,50.070000,50.810001,46.709106,781500
2016-01-20,50.130001,50.770000,48.560001,50.240002,46.185112,632600
2016-01-21,50.270000,50.820000,49.770000,50.139999,46.093185,636000
2016-01-22,50.799999,51.849998,50.750000,51.849998,47.665169,754800
2016-01-25,51.790001,52.150002,51.430000,51.529999,47.370987,773500
2016-01-26,51.650002,52.160000,51.250000,52.090000,47.885799,664900
2016-01-27,52.070000,53.189999,51.779999,52.209999,47.996105,960400
2016-01-28,52.599998,52.900002,51.959999,52.369999,48.143192,808000
2016-01-29,52.500000,54.000000,52.209999,53.560001,49.237152,1263700
2016-02-01,53.169998,54.119999,52.930000,53.860001,49.512943,609100
2016-02-02,53.189999,53.380001,52.330002,52.540001,48.299473,559700
2016-02-03,52.930000,53.110001,52.099998,52.980000,48.703957,919800
2016-02-04,54.279999,54.279999,52.020000,52.730000,48.474133,890100
2016-02-05,52.500000,52.919998,51.029999,51.490002,47.334225,748800
2016-02-08,50.860001,52.099998,50.299999,51.950001,47.757092,933900
2016-02-09,51.310001,52.700001,51.299999,52.220001,48.005299,893100
2016-02-10,52.709999,54.150002,52.450001,53.529999,49.209572,878900
2016-02-11,52.759998,53.709999,52.650002,53.400002,49.090065,859000
2016-02-12,53.910000,54.400002,53.580002,54.349998,49.963394,552700
2016-02-16,54.959999,55.360001,54.779999,55.080002,50.634476,1531500
2016-02-17,55.430000,55.619999,54.889999,55.430000,50.956223,770700
2016-02-18,55.430000,55.580002,55.009998,55.520000,51.038956,956200
2016-02-19,55.450001,55.950001,55.360001,55.750000,51.250397,687800
2016-02-22,56.180000,56.470001,55.880001,56.139999,51.608910,849900
2016-02-23,56.000000,56.919998,55.860001,56.520000,51.958237,1145700
2016-02-24,55.910000,56.040001,55.230000,55.720001,51.222816,716700
2016-02-25,55.860001,56.630001,55.430000,56.619999,52.050175,748400
2016-02-26,56.779999,57.060001,56.419998,56.570000,52.004211,395000
2016-02-29,56.450001,56.970001,56.110001,56.130001,51.599731,615800
2016-03-01,56.549999,57.570000,56.320000,57.549999,52.905109,529700
2016-03-02,57.470001,57.610001,56.910000,57.419998,52.785606,661100
2016-03-03,57.430000,57.540001,57.119999,57.509998,52.868343,515300
2016-03-04,57.450001,57.560001,57.060001,57.500000,52.859142,674300
2016-03-07,57.209999,57.459999,56.900002,57.290001,52.666107,417800
2016-03-08,56.860001,57.000000,56.369999,56.520000,51.958237,444900
2016-03-09,56.770000,56.980000,56.369999,56.700001,52.123714,554100
2016-03-10,56.680000,56.830002,55.529999,55.799999,51.569214,575000
2016-03-11,56.169998,56.369999,55.939999,56.200001,51.938885,306800
2016-03-14,55.910000,56.380001,55.900002,56.209999,51.948120,419400
2016-03-15,55.939999,56.439999,55.900002,56.150002,51.892677,342600
2016-03-16,56.090000,56.740002,55.959999,56.580002,52.290070,491700
2016-03-17,56.680000,57.590000,56.560001,57.380001,53.029419,332000
2016-03-18,57.349998,58.099998,57.180000,57.980000,53.583920,996400
2016-03-21,57.900002,58.009998,57.560001,57.689999,53.315907,212800
2016-03-22,57.599998,57.860001,57.310001,57.599998,53.232735,366900
2016-03-23,57.529999,57.580002,57.209999,57.310001,52.964714,373000
2016-03-24,57.060001,57.220001,56.400002,56.970001,52.650497,343900
2016-03-28,56.970001,58.049999,56.770000,57.759998,53.380596,502200
2016-03-29,57.590000,59.040001,57.330002,59.020000,54.545067,598000
2016-03-30,59.220001,59.480000,59.060001,59.180000,54.692932,296900
2016-03-31,59.110001,59.650002,58.849998,59.310001,54.813084,476100
2016-04-01,59.009998,59.590000,58.200001,59.419998,54.914738,691400
2016-04-04,59.389999,59.689999,58.910000,58.980000,54.508106,365100
2016-04-05,58.650002,58.970001,58.330002,58.580002,54.138432,430800
2016-04-06,58.700001,59.490002,58.419998,59.419998,54.914738,611000
2016-04-07,59.090000,59.090000,58.259998,58.619999,54.175404,746900
2016-04-08,58.939999,59.320000,58.490002,58.910000,54.443405,716500
2016-04-11,59.029999,59.259998,58.750000,59.060001,54.582039,795000
2016-04-12,58.860001,59.029999,58.340000,58.520000,54.082981,1063600
2016-04-13,58.880001,59.740002,58.610001,59.730000,55.201241,444700
2016-04-14,59.619999,60.119999,58.570000,59.709999,55.182755,542400
2016-04-15,59.459999,59.990002,59.419998,59.590000,55.071854,780100
2016-04-18,59.410000,60.490002,59.410000,60.360001,55.783470,402700
2016-04-19,60.450001,61.060001,60.400002,61.049999,56.421162,621800
2016-04-20,60.970001,60.970001,60.060001,60.430000,55.848164,664700
2016-04-21,60.439999,60.560001,59.689999,59.849998,55.312138,607400
2016-04-22,59.660000,60.169998,59.389999,60.080002,55.524704,773300
2016-04-25,60.139999,60.610001,59.580002,59.910000,55.367584,630000
2016-04-26,60.099998,60.669998,59.740002,60.380001,55.801956,612100
2016-04-27,60.380001,60.849998,60.150002,60.680000,56.079212,338600
2016-04-28,60.480000,60.610001,59.529999,59.730000,55.201241,351100
2016-04-29,59.660000,60.020000,59.060001,59.840000,55.302902,679700
2016-05-02,59.939999,60.980000,59.889999,60.980000,56.356464,589100
2016-05-03,60.700001,60.980000,59.970001,60.240002,55.672562,710600
2016-05-04,60.209999,60.520000,59.500000,59.580002,55.062611,1266900
2016-05-05,59.700001,60.610001,57.919998,59.119999,54.637482,2199100
2016-05-06,58.799999,60.299999,58.660000,60.240002,55.672562,893900
2016-05-09,60.340000,60.880001,60.290001,60.349998,55.774223,731100
2016-05-10,60.400002,61.389999,60.400002,61.380001,56.726131,550400
2016-05-11,61.389999,61.689999,60.720001,61.200001,56.559784,608700
2016-05-12,61.369999,61.599998,60.619999,61.230000,56.587505,529300
2016-05-13,61.380001,62.060001,60.810001,61.750000,57.068081,1445900
2016-05-16,61.820000,62.490002,61.599998,62.380001,57.650314,1207800
2016-05-17,62.270000,62.630001,61.779999,62.040001,57.336102,1051000
2016-05-18,62.060001,63.560001,61.939999,63.180000,58.389652,1467000
2016-05-19,62.860001,63.119999,62.040001,62.650002,57.899834,881200
2016-05-20,62.880001,64.019997,62.660000,63.790001,58.953407,1121700
2016-05-23,63.830002,63.990002,63.330002,63.570000,58.750084,1388800
2016-05-24,63.910000,65.379997,63.549999,65.360001,60.404377,1719100
2016-05-25,65.750000,66.050003,64.430000,64.830002,59.914555,1687800
2016-05-26,64.849998,65.260002,64.459999,64.480003,59.591087,1001500
2016-05-27,64.400002,64.860001,64.269997,64.589996,59.692745,1418400
2016-05-31,64.820000,65.000000,63.669998,64.190002,59.323082,9977800
2016-06-01,63.959999,64.260002,63.720001,64.169998,59.304592,711700
2016-06-02,64.110001,64.199997,63.709999,64.199997,59.332314,833500
2016-06-03,64.160004,64.419998,63.380001,64.339996,59.461704,827700
2016-06-06,64.309998,64.620003,64.150002,64.449997,59.563366,572700
2016-06-07,63.209999,64.000000,63.180000,63.790001,58.953407,1194100
2016-06-08,63.700001,64.000000,63.650002,63.790001,58.953407,520100
2016-06-09,63.410000,63.880001,63.160000,63.779999,58.944157,693200
2016-06-10,63.349998,63.740002,63.119999,63.540001,58.722359,904700
2016-06-13,62.669998,63.529999,62.560001,63.150002,58.361931,760000
2016-06-14,63.779999,64.470001,63.590000,64.279999,59.406250,1211300
2016-06-15,63.860001,64.139999,63.349998,63.750000,59.192696,846200
2016-06-16,63.520000,64.559998,63.520000,64.459999,59.851944,722500
2016-06-17,64.269997,64.269997,63.259998,63.430000,58.895580,1251800
2016-06-20,64.230003,64.599998,63.919998,64.029999,59.452682,775400
2016-06-21,64.029999,64.769997,64.029999,64.269997,59.675522,565300
2016-06-22,64.489998,64.489998,64.110001,64.230003,59.638390,825400
2016-06-23,64.959999,65.110001,64.599998,65.110001,60.455479,514500
2016-06-24,62.939999,64.099998,62.590000,62.730000,58.245609,723500
2016-06-27,62.169998,62.410000,61.410000,61.599998,57.196396,919000
2016-06-28,62.259998,62.939999,61.950001,62.939999,58.440605,590100
2016-06-29,63.500000,63.759998,63.270000,63.680000,59.127697,852800
2016-06-30,63.889999,65.199997,63.849998,65.199997,60.539043,915400
2016-07-01,65.250000,65.669998,65.239998,65.370003,60.696892,394900
2016-07-05,65.080002,65.610001,64.959999,65.470001,60.789738,400400
2016-07-06,65.290001,65.680000,65.019997,65.639999,60.947586,602900
2016-07-07,65.110001,65.690002,65.059998,65.690002,60.994011,676300
2016-07-08,66.180000,66.739998,65.949997,66.620003,61.857533,520600
2016-07-11,66.699997,67.120003,66.690002,66.989998,62.201080,364700
2016-07-12,67.419998,67.690002,66.790001,66.970001,62.182510,753700
2016-07-13,66.860001,67.449997,66.730003,66.800003,62.024666,756600
2016-07-14,67.500000,67.550003,67.110001,67.169998,62.368225,468100
2016-07-15,67.110001,67.150002,66.500000,66.699997,61.931808,673800
2016-07-18,66.800003,67.050003,66.559998,66.650002,61.885391,363400
2016-07-19,66.580002,67.040001,66.559998,67.029999,62.238213,318200
2016-07-20,67.500000,68.110001,67.330002,67.580002,62.748905,432800
2016-07-21,67.500000,67.769997,67.099998,67.379997,62.563210,389000
2016-07-22,67.510002,68.239998,67.300003,68.050003,63.185307,342000
2016-07-25,68.010002,68.050003,67.580002,67.610001,62.776745,579200
2016-07-26,67.629997,68.419998,67.629997,68.370003,63.482422,624400
2016-07-27,68.389999,68.440002,68.029999,68.180000,63.305996,632200
2016-07-28,68.120003,68.410004,67.480003,67.650002,62.813889,429600
2016-07-29,67.660004,67.930000,67.339996,67.680000,62.841763,472500
2016-08-01,67.739998,68.660004,67.629997,68.599998,63.695976,525300
2016-08-02,68.620003,68.809998,67.889999,68.080002,63.213169,356700
2016-08-03,68.180000,68.180000,67.720001,67.980003,63.120300,461000
2016-08-04,68.050003,68.550003,68.050003,68.279999,63.398861,695800
2016-08-05,68.599998,69.190002,68.570000,68.760002,63.844547,856900
2016-08-08,68.760002,68.930000,68.459999,68.489998,63.593838,649400
2016-08-09,68.050003,68.930000,67.220001,68.629997,63.723820,1107300
2016-08-10,68.199997,70.150002,68.199997,69.510002,64.540932,997700
2016-08-11,69.599998,69.779999,68.559998,69.120003,64.178818,1158600
2016-08-12,68.989998,69.279999,68.370003,68.480003,63.584564,631500
2016-08-15,68.480003,68.570000,67.940002,67.989998,63.129585,879500
2016-08-16,67.870003,68.029999,67.010002,67.059998,62.266064,909200
2016-08-17,67.010002,67.120003,66.389999,66.639999,61.876102,976100
2016-08-18,66.650002,67.050003,66.650002,66.900002,62.117508,820800
2016-08-19,67.000000,67.120003,66.779999,67.000000,62.210361,852200
2016-08-22,67.000000,68.239998,66.970001,68.080002,63.213169,973800
2016-08-23,68.389999,68.580002,68.080002,68.349998,63.463856,565200
2016-08-24,68.360001,68.510002,68.050003,68.370003,63.482422,452200
2016-08-25,68.410004,69.099998,68.379997,69.080002,64.141670,581800
2016-08-26,69.000000,69.389999,68.720001,69.000000,64.067390,346600
2016-08-29,69.000000,69.449997,68.919998,69.029999,64.095245,535800
2016-08-30,69.169998,69.379997,68.730003,69.059998,64.123085,336900
2016-08-31,69.010002,69.410004,68.800003,69.300003,64.345955,751500
2016-09-01,69.309998,70.150002,69.250000,70.150002,65.135193,530100
2016-09-02,70.419998,70.919998,70.419998,70.919998,65.850136,432100
2016-09-06,71.029999,71.220001,70.589996,71.220001,66.128700,718600
2016-09-07,71.099998,71.739998,70.919998,71.410004,66.305107,593500
2016-09-08,71.129997,71.370003,71.000000,71.050003,65.970833,434300
2016-09-09,70.550003,70.550003,69.410004,69.419998,64.457367,603100
2016-09-12,69.309998,70.070000,69.129997,69.949997,64.949463,620800
2016-09-13,69.629997,69.959999,68.639999,68.730003,64.119186,760900
2016-09-14,69.000000,69.129997,67.900002,67.970001,63.410156,570900
2016-09-15,68.070000,68.680000,67.690002,68.550003,63.951267,373400
2016-09-16,68.559998,68.790001,68.129997,68.690002,64.081879,668000
2016-09-19,68.919998,69.480003,68.239998,68.589996,63.988575,396200
2016-09-20,68.790001,69.209999,68.510002,68.720001,64.109863,446700
2016-09-21,68.900002,69.750000,68.790001,69.519997,64.856171,577700
2016-09-22,69.889999,70.050003,69.620003,69.839996,65.154709,453500
2016-09-23,69.529999,69.580002,68.750000,68.769997,64.156487,507600
2016-09-26,68.300003,70.080002,68.120003,69.870003,65.182701,1360600
2016-09-27,69.699997,69.839996,68.970001,69.070000,64.436356,1059300
2016-09-28,69.419998,69.419998,68.699997,69.370003,64.716255,547800
2016-09-29,68.680000,68.680000,67.370003,67.379997,62.859745,849900
2016-09-30,67.519997,68.169998,67.269997,67.790001,63.242237,738300
2016-10-03,67.660004,67.889999,67.430000,67.580002,63.046345,574200
2016-10-04,67.910004,68.239998,67.260002,67.339996,62.822433,553400
2016-10-05,67.720001,67.720001,67.199997,67.320000,62.803776,481100
2016-10-06,67.339996,68.040001,67.099998,67.919998,63.363518,480100
2016-10-07,67.830002,68.110001,66.620003,66.889999,62.402622,724800
2016-10-10,67.379997,67.750000,66.580002,66.610001,62.141399,409800
2016-10-11,66.330002,66.400002,64.730003,65.110001,60.742039,992600
2016-10-12,65.370003,65.720001,64.790001,65.360001,60.975262,493400
2016-10-13,64.879997,65.639999,64.860001,65.260002,60.881969,468700
2016-10-14,65.529999,65.959999,65.370003,65.739998,61.329762,427900
2016-10-17,65.650002,66.110001,65.430000,65.519997,61.124523,411100
2016-10-18,66.220001,66.220001,65.449997,65.500000,61.105858,375800
2016-10-19,65.370003,65.500000,64.959999,64.989998,60.630085,388700
2016-10-20,64.760002,64.930000,63.980000,64.169998,59.865089,675500
2016-10-21,64.230003,64.550003,63.869999,64.360001,60.042355,325900
2016-10-24,65.000000,65.000000,64.080002,64.589996,60.256912,361000
2016-10-25,64.559998,65.239998,64.459999,65.080002,60.714043,671100
2016-10-26,64.730003,65.129997,64.470001,64.500000,60.172951,306200
2016-10-27,64.570000,64.690002,63.720001,63.880001,59.594547,363300
2016-10-28,63.939999,64.820000,63.939999,64.070000,59.771812,410500
2016-10-31,64.320000,64.800003,64.050003,64.660004,60.322216,562800
2016-11-01,64.680000,64.809998,64.120003,64.129997,59.827774,444300
2016-11-02,63.970001,64.709999,63.970001,64.019997,59.725155,409000
2016-11-03,63.799999,64.260002,63.799999,64.120003,59.818451,290600
2016-11-04,64.019997,64.860001,64.019997,64.029999,59.734486,459900
2016-11-07,64.800003,65.599998,64.800003,65.180000,60.807331,391800
2016-11-08,65.199997,66.199997,65.050003,65.680000,61.273792,446600
2016-11-09,62.490002,62.980000,59.860001,62.150002,57.980614,1663900
2016-11-10,61.939999,62.110001,60.150002,60.709999,56.637215,1454200
2016-11-11,60.349998,61.279999,60.279999,60.630001,56.562569,619900
2016-11-14,60.700001,61.119999,60.250000,60.560001,56.497280,1186800
2016-11-15,60.610001,61.230000,60.490002,61.000000,56.907753,836400
2016-11-16,61.020000,63.130001,61.020000,62.770000,58.559013,888300
2016-11-17,62.590000,64.970001,62.590000,64.889999,60.536800,1083100
2016-11-18,65.029999,65.790001,64.879997,65.160004,60.788689,867800
2016-11-21,65.320000,66.150002,65.279999,65.680000,61.273792,648000
2016-11-22,65.650002,66.209999,65.330002,65.620003,61.217827,589700
2016-11-23,65.400002,65.989998,65.169998,65.900002,61.479031,427000
2016-11-25,66.139999,66.449997,65.669998,65.860001,61.441730,204400
2016-11-28,65.739998,66.349998,65.739998,65.940002,61.516346,545200
2016-11-29,66.129997,66.970001,66.070000,66.889999,62.402622,599000
2016-11-30,66.730003,66.989998,64.660004,64.739998,60.396854,859700
2016-12-01,64.720001,64.870003,63.810001,64.190002,59.883751,519500
2016-12-02,64.089996,64.800003,63.279999,63.509998,59.249374,635900
2016-12-05,63.910000,64.480003,63.549999,64.040001,59.743816,399000
2016-12-06,64.150002,64.419998,63.630001,64.099998,59.799793,405300
2016-12-07,64.309998,65.480003,64.169998,65.480003,61.087219,790200
2016-12-08,65.519997,65.900002,65.279999,65.610001,61.208492,496700
2016-12-09,65.680000,65.900002,65.389999,65.760002,61.348431,544700
2016-12-12,65.199997,65.589996,64.570000,65.160004,61.095280,429300
2016-12-13,65.190002,65.599998,65.070000,65.309998,61.235920,445000
2016-12-14,65.419998,65.930000,64.830002,64.930000,60.879620,303000
2016-12-15,65.220001,65.690002,64.940002,65.330002,61.254665,376000
2016-12-16,65.500000,65.919998,65.320000,65.480003,61.395317,967300
2016-12-19,65.699997,66.330002,65.480003,65.889999,61.779739,419500
2016-12-20,65.910004,66.339996,65.680000,66.339996,62.201641,450900
2016-12-21,66.169998,66.570000,65.529999,65.589996,61.498451,255400
2016-12-22,65.750000,65.860001,65.070000,65.589996,61.498451,254200
2016-12-23,65.589996,66.099998,65.389999,66.080002,61.957882,219000
2016-12-27,65.989998,66.620003,65.809998,66.290001,62.154774,246800
2016-12-28,66.529999,67.000000,66.339996,66.519997,62.370445,591600
2016-12-29,66.629997,67.080002,66.480003,66.849998,62.679836,591100
2016-12-30,66.860001,66.860001,65.919998,66.300003,62.164162,354500
2017-01-03,66.519997,66.639999,65.690002,65.930000,61.817238,498700
2017-01-04,65.959999,66.750000,65.940002,66.370003,62.229797,630800
2017-01-05,66.300003,66.769997,65.730003,66.029999,61.910995,735300
2017-01-06,66.050003,66.459999,65.910004,66.300003,62.164162,480100
2017-01-09,66.300003,66.589996,66.059998,66.150002,62.023510,367900
2017-01-10,66.040001,66.260002,65.739998,66.019997,61.901611,304900
2017-01-11,65.860001,66.279999,65.500000,66.110001,61.986004,321400
2017-01-12,66.019997,66.220001,65.220001,66.209999,62.079769,216700
2017-01-13,66.360001,66.750000,66.160004,66.220001,62.089153,346700
2017-01-17,66.199997,66.320000,65.720001,66.199997,62.070396,316900
2017-01-18,66.410004,66.410004,65.750000,66.110001,61.986004,372600
2017-01-19,66.080002,66.449997,65.570000,65.739998,61.639084,238500
2017-01-20,65.760002,66.180000,65.510002,65.860001,61.751614,234500
2017-01-23,65.739998,66.019997,65.349998,65.860001,61.751614,243700
2017-01-24,66.000000,67.169998,65.739998,67.010002,62.829880,442500
2017-01-25,67.519997,67.629997,67.180000,67.580002,63.364315,436400
2017-01-26,67.610001,67.889999,67.339996,67.389999,63.186161,338500
2017-01-27,67.459999,67.690002,67.099998,67.239998,63.045509,260000
2017-01-30,67.099998,67.099998,65.820000,66.410004,62.267303,455300
2017-01-31,66.320000,66.610001,65.900002,66.529999,62.379807,337400
2017-02-01,67.000000,67.010002,65.519997,65.870003,61.760983,516600
2017-02-02,65.870003,68.070000,65.760002,67.980003,63.739353,1131700
2017-02-03,68.419998,68.709999,68.120003,68.559998,64.283173,468300
2017-02-06,68.120003,68.419998,67.610001,68.070000,63.823742,487500
2017-02-07,68.000000,68.650002,67.980003,68.489998,64.217537,496500
2017-02-08,67.930000,68.500000,67.510002,68.180000,63.926876,426800
2017-02-09,68.180000,68.360001,67.150002,67.180000,62.989258,697900
2017-02-10,67.000000,67.470001,66.930000,67.320000,63.120522,623600
2017-02-13,67.430000,68.089996,67.430000,67.879997,63.645580,473800
2017-02-14,67.849998,67.889999,67.419998,67.559998,63.345558,422300
2017-02-15,67.589996,68.300003,67.489998,68.160004,63.908131,524300
2017-02-16,68.150002,68.629997,68.059998,68.620003,64.339439,718800
2017-02-17,68.589996,68.680000,68.010002,68.580002,64.301926,487400
2017-02-21,68.680000,69.209999,68.489998,69.139999,64.826988,576900
2017-02-22,68.739998,68.959999,68.389999,68.860001,64.564453,613400
2017-02-23,68.989998,69.419998,68.680000,68.970001,64.667603,1234000
2017-02-24,68.970001,70.360001,68.959999,70.360001,65.970894,552200
2017-02-27,70.400002,70.610001,69.550003,69.820000,65.464569,713000
2017-02-28,69.900002,70.099998,69.320000,69.330002,65.005135,678400
2017-03-01,69.650002,70.809998,69.650002,70.599998,66.195915,608200
2017-03-02,70.500000,70.500000,69.910004,69.949997,65.586472,482600
2017-03-03,69.900002,69.940002,69.309998,69.629997,65.286415,522300
2017-03-06,69.199997,69.519997,69.059998,69.070000,64.761353,390100
2017-03-07,69.209999,69.250000,68.400002,68.629997,64.348808,543900
2017-03-08,68.669998,68.720001,68.239998,68.300003,64.039391,363600
2017-03-09,68.309998,68.620003,67.940002,68.620003,64.339439,497700
2017-03-10,68.790001,68.900002,68.199997,68.500000,64.537285,362300
2017-03-13,68.449997,68.769997,68.360001,68.739998,64.763397,286300
2017-03-14,68.769997,68.940002,68.400002,68.769997,64.791656,326600
2017-03-15,69.029999,69.209999,68.190002,68.809998,64.829338,413500
2017-03-16,68.849998,69.379997,68.849998,69.290001,65.281593,411400
2017-03-17,69.239998,69.449997,68.989998,69.279999,65.272141,584200
2017-03-20,69.279999,69.279999,68.330002,68.480003,64.518440,281000
2017-03-21,68.879997,68.879997,67.510002,67.739998,63.821247,545400
2017-03-22,67.750000,68.440002,67.750000,68.360001,64.405380,381600
2017-03-23,68.220001,68.639999,67.940002,68.010002,64.075623,357200
2017-03-24,68.080002,68.360001,67.650002,67.760002,63.840092,237700
2017-03-27,67.379997,67.709999,66.820000,67.550003,63.642250,303700
2017-03-28,67.510002,67.940002,67.000000,67.839996,63.915443,364700
2017-03-29,67.879997,67.930000,67.239998,67.540001,63.632839,267600
2017-03-30,67.540001,67.980003,67.540001,67.900002,63.971989,245300
2017-03-31,67.790001,68.089996,67.589996,67.949997,64.019096,374900
2017-04-03,67.839996,68.059998,67.209999,67.639999,63.727020,445800
2017-04-04,67.470001,67.809998,66.660004,66.940002,63.067535,516600
2017-04-05,67.150002,67.260002,66.739998,66.889999,63.020409,569300
2017-04-06,66.940002,67.010002,66.500000,66.949997,63.076939,317100
2017-04-07,66.660004,67.000000,66.489998,66.660004,62.803738,515700
2017-04-10,66.650002,67.019997,66.500000,66.900002,63.029850,316900
2017-04-11,66.900002,67.849998,66.849998,67.790001,63.868362,517300
2017-04-12,67.959999,67.959999,67.370003,67.669998,63.755302,389100
2017-04-13,67.410004,67.550003,66.919998,67.029999,63.152332,408000
2017-04-17,67.089996,67.860001,67.089996,67.839996,63.915443,253900
2017-04-18,67.750000,67.959999,67.470001,67.940002,64.009682,359600
2017-04-19,68.089996,68.400002,67.959999,68.230003,64.282913,430400
2017-04-20,68.430000,68.690002,68.089996,68.470001,64.509018,395900
2017-04-21,68.610001,68.629997,68.290001,68.459999,64.499596,292300
2017-04-24,69.000000,69.370003,68.800003,69.370003,65.356956,444100
2017-04-25,69.540001,69.930000,69.279999,69.720001,65.686714,416700
2017-04-26,69.750000,69.910004,69.419998,69.720001,65.686714,397900
2017-04-27,69.949997,70.489998,69.650002,70.190002,66.129517,270500
2017-04-28,70.150002,70.209999,69.599998,69.940002,65.893990,411300
2017-05-01,70.000000,70.070000,69.639999,69.900002,65.856293,403300
2017-05-02,69.779999,70.250000,69.690002,69.959999,65.912827,522100
